id;abbreviation;ekatte_num;name
3151;VTR31-07;17155;Горски Сеновец
3152;VTR31-09;35657;Камен
3153;VTR31-10;36782;Кесарево
3154;VTR31-11;44046;Лозен
3155;VTR31-12;48341;Мирово
3156;VTR31-14;51799;Нова Върбовка
3157;VTR31-17;70408;Сушица
3158;VTR31-19;80203;Царски извор
3160;VTR32-04;37561;Коевци
1;﻿BGS01-01;23889;Дрянковец
17;BGS04-03;06776;Брястовец
170;BLG02-01;02107;Бабяк
180;BLG03-02;03664;Бело поле
295;BLG44-01;06238;Брежани
368;DOB15-02;00429;Алцек
98;BGS18-01;04056;Билка
179;BLG03-01;00134;Изгрев
196;BLG11-03;06306;Брезница
282;BLG42-01;04707;Боголин
367;DOB15-01;00374;Самуилово
424;DOB20-03;04193;Бистрец
525;HKV11-01;03681;Белополци
595;HKV30-12;02436;Балкан
684;JAM07-02;06001;Бояново
761;KNL05-02;04314;Блажиево
855;KRZ02-35;04248;Бистроглед
946;KRZ14-48;00905;Априлци
1017;KRZ15-60;02751;Бараци
1077;KRZ16-53;04902;Божак
1121;KRZ21-01;02155;Багрянка
1179;KRZ35-25;05791;Бостанци
1265;LOV38-01;02909;Батулци
1266;LOV38-02;06450;Брестница
1347;PAZ04-07;00165;Аканджиево
1353;PAZ08-01;00881;Абланица
1433;PAZ32-01;04368;Блатница
1523;PDV23-01;06745;Брягово
1605;PER32-01;04618;Богданов дол
1661;PVN10-03;05013;Божурица
1681;PVN16-02;00802;Аспарухово
1776;RAZ16-01;03575;Беловец
1850;RSE04-10;04162;Бистренци
1852;RSE04-12;05133;Лом Черковна
1952;SFO18-02;06608;Брусен
2025;SFO45-01;00223;Алдомировци
2034;SHU07-03;06865;Буйновица
3132;VTR28-02;00285;Александрово
3133;VTR28-03;07363;Българско Сливово
3145;VTR31-01;00730;Асеново
3146;VTR31-02;02470;Балканци
3147;VTR31-03;04282;Благоево
3148;VTR31-04;06731;Бряговица
3159;VTR32-01;07661;Бяла река
2136;SHU25-10;07729;Бял бряг
2220;SLS31-01;00895;Айдемир
2222;SLS31-04;06032;Брадвари
2288;SLV16-30;06788;Брястово
2355;SML09-01;03112;Беден
2384;SML16-18;06937;Букова поляна
2454;SML38-01;04801;Богутево
2539;SZR23-02;07750;Бял извор
2575;SZR31-04;05431;Борилово
2641;TGV22-01;03647;Беломорци
2708;TGV35-01;00215;Алваново
2714;TGV35-07;07154;Буховци
2799;VAR08-01;03602;Белоградец
2876;VID01-01;05582;Боровица
2947;VRC08-01;00401;Алтимир
2949;VRC08-03;07418;Бърдарски геран
3043;VRC35-02;07497;Бързина
3082;VTR13-04;06896;Буйновци
3131;VTR28-01;00237;Алеково
369;DOB15-03;02871;Батово
436;DOB27-01;00432;Ангеларий
477;GAB29-03;03914;Бериево
526;HKV11-02;03695;Белополяне
596;HKV30-13;07781;Бял кладенец
696;JAM22-01;00343;Александрово
764;KNL27-01;02748;Бараково
824;KRZ02-03;07747;Бял извор
899;KRZ14-01;00120;Върбен
947;KRZ14-49;07942;Брегово
963;KRZ15-02;02141;Багрилци
1024;KRZ15-68;06728;Бряговец
1122;KRZ21-02;02292;Балабаново
1160;KRZ35-02;03410;Бели вир
1180;KRZ35-26;07472;Бърза река
1239;LOV34-03;03486;Бели Осъм
1272;MON02-02;04203;Бистрилица
1348;PAZ06-01;07586;Бяга
1378;PAZ19-01;00254;Алеко Константиново
1439;PDV01-02;06029;Боянци
1524;PDV23-02;07675;Бяла река
1576;PDV37-01;03589;Беловица
1643;PVN03-01;07630;Бяла вода
1682;PVN16-04;07274;Българене
1748;RAZ11-01;06481;Брестовене
1777;RAZ16-02;04131;Бисерци
1851;RSE04-11;05877;Ботров
1958;SFO20-01;04830;Стамболово
2030;SFO56-02;07051;Буново
2078;SHU18-01;06094;Браничево
2159;SHU30-25;04265;Благово
2238;SLS34-02;03527;Белица
2264;SLV16-01;00713;Асеновец
2337;SLV24-03;07644;Бяла паланка
2460;SOF46-31;07106;Бусманци
2465;SOF46-36;02511;Балша
2540;SZR23-03;07819;Бяло поле
2574;SZR31-03;04738;Богомилово
2661;TGV22-40;07243;Българаново
2709;TGV35-02;00312;Александрово
2807;VAR09-01;05978;Бояна
2881;VID03-05;05428;Бориловец
2932;VID33-06;03678;Бело поле
2948;VRC08-02;06968;Буковец
3047;VTR04-01;00583;Арбанаси
16;BGS04-02;06152;Братово
1227;LOV33-01;07357;Български извор
2137;SHU30-01;03633;Белокопитово
